제작자,차명,생산기간(부터),생산기간(까지),리콜개시일,리콜사유
비엠더블유코리아(주),BMW X3 xDrive20d,2013-01-05,2013-01-05,2021-11-05,"고압 연료 펌프의 설계 결함으로 내부 롤러의 마모에 의해 쇳가루가 발생하고, 발생된 쇳가루가 연료 공급라인(유량 제어 밸브 및 인젝터)을 막을 수 있습니다."
비엠더블유코리아(주),BMW GT 20d,2012-12-18,2013-05-17,2021-11-05,"고압 연료 펌프의 설계 결함으로 내부 롤러의 마모에 의해 쇳가루가 발생하고, 발생된 쇳가루가 연료 공급라인(유량 제어 밸브 및 인젝터)을 막을 수 있습니다."
비엠더블유코리아(주),BMW Gran Turismo 30d xDrive,2013-09-25,2016-02-19,2021-11-05,"고압 연료 펌프의 설계 결함으로 내부 롤러의 마모에 의해 쇳가루가 발생하고, 발생된 쇳가루가 연료 공급라인(유량 제어 밸브 및 인젝터)을 막을 수 있습니다."
비엠더블유코리아(주),BMW 640d xDrive Gran Coupe,2015-02-03,2015-02-03,2021-11-05,"고압 연료 펌프의 설계 결함으로 내부 롤러의 마모에 의해 쇳가루가 발생하고, 발생된 쇳가루가 연료 공급라인(유량 제어 밸브 및 인젝터)을 막을 수 있습니다."
비엠더블유코리아(주),BMW 640d xDrive Gran Coupe,2015-03-24,2016-01-29,2021-11-05,"고압 연료 펌프의 설계 결함으로 내부 롤러의 마모에 의해 쇳가루가 발생하고, 발생된 쇳가루가 연료 공급라인(유량 제어 밸브 및 인젝터)을 막을 수 있습니다."
비엠더블유코리아(주),BMW 530d xDrive,2013-04-05,2013-04-05,2021-11-05,"고압 연료 펌프의 설계 결함으로 내부 롤러의 마모에 의해 쇳가루가 발생하고, 발생된 쇳가루가 연료 공급라인(유량 제어 밸브 및 인젝터)을 막을 수 있습니다."
비엠더블유코리아(주),BMW 520d,2010-08-24,2012-11-28,2021-11-05,"고압 연료 펌프의 설계 결함으로 내부 롤러의 마모에 의해 쇳가루가 발생하고, 발생된 쇳가루가 연료 공급라인(유량 제어 밸브 및 인젝터)을 막을 수 있습니다."
비엠더블유코리아(주),BMW 520d,2014-01-07,2014-01-07,2021-11-05,"고압 연료 펌프의 설계 결함으로 내부 롤러의 마모에 의해 쇳가루가 발생하고, 발생된 쇳가루가 연료 공급라인(유량 제어 밸브 및 인젝터)을 막을 수 있습니다."
비엠더블유코리아(주),BMW 325d,2013-12-18,2013-12-18,2021-11-05,"고압 연료 펌프의 설계 결함으로 내부 롤러의 마모에 의해 쇳가루가 발생하고, 발생된 쇳가루가 연료 공급라인(유량 제어 밸브 및 인젝터)을 막을 수 있습니다."
비엠더블유코리아(주),BMW 320d ED,2015-03-26,2015-03-26,2021-11-05,"고압 연료 펌프의 설계 결함으로 내부 롤러의 마모에 의해 쇳가루가 발생하고, 발생된 쇳가루가 연료 공급라인(유량 제어 밸브 및 인젝터)을 막을 수 있습니다."
비엠더블유코리아(주),BMW 320d,2011-09-14,2011-09-14,2021-11-05,"고압 연료 펌프의 설계 결함으로 내부 롤러의 마모에 의해 쇳가루가 발생하고, 발생된 쇳가루가 연료 공급라인(유량 제어 밸브 및 인젝터)을 막을 수 있습니다."
비엠더블유코리아(주),BMW 320d,2011-11-15,2014-09-17,2021-11-05,"고압 연료 펌프의 설계 결함으로 내부 롤러의 마모에 의해 쇳가루가 발생하고, 발생된 쇳가루가 연료 공급라인(유량 제어 밸브 및 인젝터)을 막을 수 있습니다."
비엠더블유코리아(주),BMW Gran Turismo EfficientDynamics Edition,2012-11-22,2012-12-11,2021-11-05,"고압 연료 펌프의 설계 결함으로 내부 롤러의 마모에 의해 쇳가루가 발생하고, 발생된 쇳가루가 연료 공급라인(유량 제어 밸브 및 인젝터)을 막을 수 있습니다."
비엠더블유코리아(주),BMW 520d xDrive,2016-07-28,2016-07-28,2021-11-05,"고압 연료 펌프의 설계 결함으로 내부 롤러의 마모에 의해 쇳가루가 발생하고, 발생된 쇳가루가 연료 공급라인(유량 제어 밸브 및 인젝터)을 막을 수 있습니다."
비엠더블유코리아(주),BMW X6 xDrive40d,2020-06-17,2020-07-02,2021-11-05,"발전기 +, - 배선 설치 공정에서의 오류로 단자의 부 정확한 고정 가능성이 발견되었습니다"
비엠더블유코리아(주),BMW X5 xDrive40d,2020-07-14,2020-07-19,2021-11-05,"발전기 +, - 배선 설치 공정에서의 오류로 단자의 부 정확한 고정 가능성이 발견되었습니다"
비엠더블유코리아(주),BMW iX xDrive 50,2020-10-19,2021-09-21,2021-11-05,"앞 좌석 A 필러 내부 금속판 고정 너트가 잘못 체결되거나, 부분적으로 체결되어있지 않을 수도 있습니다."
비엠더블유코리아(주),BMW iX xDrive40,2021-08-26,2021-09-20,2021-11-05,"앞 좌석 A 필러 내부 금속판 고정 너트가 잘못 체결되거나, 부분적으로 체결되어있지 않을 수도 있습니다."
한불모터스(주),DS7 Crossback 2.0 BlueHDi,2020-09-29,2020-10-23,2021-11-09,측면 커튼 에어백 전개 과정에서 2열 상단 손잡이를 고정하고 강화시켜주는 강화판이 에어백 전개시 외부로 노출이 됩니다.
한불모터스(주),DS7 Crossback 1.5 BlueHDi,2020-10-02,2021-03-10,2021-11-09,측면 커튼 에어백 전개 과정에서 2열 상단 손잡이를 고정하고 강화시켜주는 강화판이 에어백 전개시 외부로 노출이 됩니다.
비엠더블유코리아(주),BMW iX xDrive50,2020-10-19,2021-09-22,2021-11-12,"BMW 자체 품질 조사 결과 2020년 10월 19일부터 2021년 09월 22일까지 제작된 BMW iX xDrive40, iX xDrive50 차량 총 197대에서 테일게이트(트렁크) 컨트롤유닛 소프트웨어와 관련된 결함을 확인하였습니다. 테일게이트가 위로 열려있는 상황에서 겨울철 눈 쌓임 등, 테일게이트에 가해지는 외력이 특정값 이상으로 높아질 경우 자동으로 테일게이트가 닫 히도록 프로그래밍 되어있습니다. 이때 테일게이트(전동트렁크)가 닫히게 되는 외력의 설정값이 너무 낮게 설정되어 있습니다."
비엠더블유코리아(주),BMW iX xDrive40,2021-08-02,2021-09-22,2021-11-12,"BMW 자체 품질 조사 결과 2020년 10월 19일부터 2021년 09월 22일까지 제작된 BMW iX xDrive40, iX xDrive50 차량 총 197대에서 테일게이트(트렁크) 컨트롤유닛 소프트웨어와 관련된 결함을 확인하였습니다. 테일게이트가 위로 열려있는 상황에서 겨울철 눈 쌓임 등, 테일게이트에 가해지는 외력이 특정값 이상으로 높아질 경우 자동으로 테일게이트가 닫 히도록 프로그래밍 되어있습니다. 이때 테일게이트(전동트렁크)가 닫히게 되는 외력의 설정값이 너무 낮게 설정되어 있습니다."
유한회사 모토로싸,HYP950 SP,2019-02-26,2019-04-04,2021-11-15,사이드 스탠드 제조 공정상 용접 불량으로 사이드 스탠드의 용접 부위가 부러질 수 있음.
대전기계공업(주),W800,2019-05-23,2021-08-23,2021-11-15,"엔진과 배기관 간, 배기관 간 연결부 조임부품(칼라, 개스킷)의 설계결함으로 차량의 진동 등에 의해 조임부품을 고정하는 홀더의 너트가 느슨해져 조임부품이 차체에서 이탈할 가능성이 있습니다."
대전기계공업(주),W800,2019-05-23,2021-08-23,2021-11-15,"엔진과 배기관 간, 배기관 간 연결부 조임부품(칼라, 개스킷)의 설계결함으로 차량의 진동 등에 의해 조임부품을 고정하는 홀더의 너트가 느슨해져 조임부품이 차체에서 이탈할 가능성이 있습니다."
대전기계공업(주),W800 CAFE,2019-05-23,2021-08-23,2021-11-15,"엔진과 배기관 간, 배기관 간 연결부 조임부품(칼라, 개스킷)의 설계결함으로 차량의 진동 등에 의해 조임부품을 고정하는 홀더의 너트가 느슨해져 조임부품이 차체에서 이탈할 가능성이 있습니다."
(주) 한국모터트레이딩,MTN320A,2020-06-10,2020-10-27,2021-11-15,※ 측면보조반사기 반사성능 (자동차 및 자동차 부품의 성능 및 기준에 관한 규칙 제80조 관련)이 규정을 만족하지 않을 수 있음이 발견됨에 따른 리콜. * 대상차량별 생산일자 1. CZD300-A 2017 년4 월 03 일~2020년09월17일 2. GPD125A 2015 년9 월 15 일~2020년10월31일 3. YZF320A 2019 년4 월 05 일~2020년8월28일 4. MTN320A 2020 년6 월 10 일~2020년10월27일
(주) 한국모터트레이딩,YZF320A,2019-04-05,2020-08-28,2021-11-15,※ 측면보조반사기 반사성능 (자동차 및 자동차 부품의 성능 및 기준에 관한 규칙 제80조 관련)이 규정을 만족하지 않을 수 있음이 발견됨에 따른 리콜. * 대상차량별 생산일자 1. CZD300-A 2017 년4 월 03 일~2020년09월17일 2. GPD125A 2015 년9 월 15 일~2020년10월31일 3. YZF320A 2019 년4 월 05 일~2020년8월28일 4. MTN320A 2020 년6 월 10 일~2020년10월27일
(주) 한국모터트레이딩,GPD125A,2015-09-15,2020-10-31,2021-11-15,※ 측면보조반사기 반사성능 (자동차 및 자동차 부품의 성능 및 기준에 관한 규칙 제80조 관련)이 규정을 만족하지 않을 수 있음이 발견됨에 따른 리콜. * 대상차량별 생산일자 1. CZD300-A 2017 년4 월 03 일~2020년09월17일 2. GPD125A 2015 년9 월 15 일~2020년10월31일 3. YZF320A 2019 년4 월 05 일~2020년8월28일 4. MTN320A 2020 년6 월 10 일~2020년10월27일
(주) 한국모터트레이딩,CZD300-A,2017-04-03,2020-09-17,2021-11-15,※ 측면보조반사기 반사성능 (자동차 및 자동차 부품의 성능 및 기준에 관한 규칙 제80조 관련)이 규정을 만족하지 않을 수 있음이 발견됨에 따른 리콜. * 대상차량별 생산일자 1. CZD300-A 2017 년4 월 03 일~2020년09월17일 2. GPD125A 2015 년9 월 15 일~2020년10월31일 3. YZF320A 2019 년4 월 05 일~2020년8월28일 4. MTN320A 2020 년6 월 10 일~2020년10월27일
기아주식회사,K7(YG),2018-08-07,2020-06-18,2021-11-18,전자식워터펌프 냉각수 호스 클립 설계 강건성 미흡으로 인해 냉각수 누수로 스타트모터 단자부 소손되어 화재 가능성
기아주식회사,카니발(YP),2018-03-05,2020-07-17,2021-11-18,전자식워터펌프 냉각수 호스 클립 설계 강건성 미흡으로 인해 냉각수 누수로 스타트모터 단자부 소손되어 화재 가능성
포드세일즈서비스코리아(유),2020-2021년식 Aviator,2019-08-29,2021-01-05,2021-11-18,일부 2020-2021 Aviator 차량에서는 배터리에서 시동 모터로 가는 배터리 케이블을 포함한 배선 하네스(다발)가 제대로 고정되지 않았을 수 있습니다. 시간이 지남에 따라 A/C 압축기 풀리와 배터리 케이블을 포함한 배선 하네스의 접촉 가능성이 증가할 수 있습니다.
테슬라코리아 유한회사,Model 3,2020-10-03,2020-10-03,2021-11-19,생산 중 좌측 또는 우측 사이드 커튼에어백이 실내 루프레일에 비틀린 상태로 고정되었을 수 있습니다.
테슬라코리아 유한회사,Model Y,2021-04-05,2021-04-25,2021-11-19,"일부 차량의 전방 서스펜션 래터럴 링크 고정볼트가 규정토크 이하에서 체결되었을 가능성이 확인되었습니다. (조립 과정 중 작업자는 전방 서스펜션 래터럴 링크의 두 개의 고정볼트를 규정토크로 고정해야 합니다. 드문 경우지만 만약 작업자가 고정볼트를 사양에 맞게 조이려는 시도를 여러 번 실패했다면, 이후에 적절하게 고정되었던 고정볼트가 느슨하게 되었을 가능성이 있습니다.)"
테슬라코리아 유한회사,Model 3,2019-10-10,2020-05-19,2021-11-19,"일부 차량의 전방 서스펜션 래터럴 링크 고정볼트가 규정토크 이하에서 체결되었을 가능성이 확인되었습니다. (조립 과정 중 작업자는 전방 서스펜션 래터럴 링크의 두 개의 고정볼트를 규정토크로 고정해야 합니다. 드문 경우지만 만약 작업자가 고정볼트를 사양에 맞게 조이려는 시도를 여러 번 실패했다면, 이후에 적절하게 고정되었던 고정볼트가 느슨하게 되었을 가능성이 있습니다.)"
비엠더블유코리아(주),BMW X4 M40i,2020-09-17,2020-09-17,2021-11-25,"BMW 자체 품질 조사 결과 2019년 02월 21일부터 2021년 06월 25일까지 제작된 BMW 540i xDrive, 540i xDrive Luxury, 630i xDrive, 630i xDrive Luxury, 640i xDrive, 640i xDrive Luxury, 745e iPerformance, 745Le iPerformance, M340i, M340I xDrive, M340i xDrive Touring, M440i xDrive, X3 M40i, X4 M40i, Z4 M40i 차량 총 5,656대에서 진공 펌프와 관련된 결함을 확인했습니다."
비엠더블유코리아(주),BMW Z4 M40i,2019-02-21,2021-05-28,2021-11-25,"BMW 자체 품질 조사 결과 2019년 02월 21일부터 2021년 06월 25일까지 제작된 BMW 540i xDrive, 540i xDrive Luxury, 630i xDrive, 630i xDrive Luxury, 640i xDrive, 640i xDrive Luxury, 745e iPerformance, 745Le iPerformance, M340i, M340I xDrive, M340i xDrive Touring, M440i xDrive, X3 M40i, X4 M40i, Z4 M40i 차량 총 5,656대에서 진공 펌프와 관련된 결함을 확인했습니다."
비엠더블유코리아(주),BMW X4 M40i,2020-06-03,2021-06-17,2021-11-25,"BMW 자체 품질 조사 결과 2019년 02월 21일부터 2021년 06월 25일까지 제작된 BMW 540i xDrive, 540i xDrive Luxury, 630i xDrive, 630i xDrive Luxury, 640i xDrive, 640i xDrive Luxury, 745e iPerformance, 745Le iPerformance, M340i, M340I xDrive, M340i xDrive Touring, M440i xDrive, X3 M40i, X4 M40i, Z4 M40i 차량 총 5,656대에서 진공 펌프와 관련된 결함을 확인했습니다."
비엠더블유코리아(주),BMW X3 M40i,2020-03-17,2021-06-21,2021-11-25,"BMW 자체 품질 조사 결과 2019년 02월 21일부터 2021년 06월 25일까지 제작된 BMW 540i xDrive, 540i xDrive Luxury, 630i xDrive, 630i xDrive Luxury, 640i xDrive, 640i xDrive Luxury, 745e iPerformance, 745Le iPerformance, M340i, M340I xDrive, M340i xDrive Touring, M440i xDrive, X3 M40i, X4 M40i, Z4 M40i 차량 총 5,656대에서 진공 펌프와 관련된 결함을 확인했습니다."
비엠더블유코리아(주),BMW M440i xDrive,2020-10-19,2021-06-17,2021-11-25,"BMW 자체 품질 조사 결과 2019년 02월 21일부터 2021년 06월 25일까지 제작된 BMW 540i xDrive, 540i xDrive Luxury, 630i xDrive, 630i xDrive Luxury, 640i xDrive, 640i xDrive Luxury, 745e iPerformance, 745Le iPerformance, M340i, M340I xDrive, M340i xDrive Touring, M440i xDrive, X3 M40i, X4 M40i, Z4 M40i 차량 총 5,656대에서 진공 펌프와 관련된 결함을 확인했습니다."
비엠더블유코리아(주),BMW M340i xDrive Touring,2020-02-28,2021-06-16,2021-11-25,"BMW 자체 품질 조사 결과 2019년 02월 21일부터 2021년 06월 25일까지 제작된 BMW 540i xDrive, 540i xDrive Luxury, 630i xDrive, 630i xDrive Luxury, 640i xDrive, 640i xDrive Luxury, 745e iPerformance, 745Le iPerformance, M340i, M340I xDrive, M340i xDrive Touring, M440i xDrive, X3 M40i, X4 M40i, Z4 M40i 차량 총 5,656대에서 진공 펌프와 관련된 결함을 확인했습니다."
비엠더블유코리아(주),BMW M340i xDrive,2020-02-14,2020-02-14,2021-11-25,"BMW 자체 품질 조사 결과 2019년 02월 21일부터 2021년 06월 25일까지 제작된 BMW 540i xDrive, 540i xDrive Luxury, 630i xDrive, 630i xDrive Luxury, 640i xDrive, 640i xDrive Luxury, 745e iPerformance, 745Le iPerformance, M340i, M340I xDrive, M340i xDrive Touring, M440i xDrive, X3 M40i, X4 M40i, Z4 M40i 차량 총 5,656대에서 진공 펌프와 관련된 결함을 확인했습니다."
